generated_index,hash,matched_split,matched_dataset_indices,num_dataset_matches
68,667fea6b9ec3bbf7a17498cefb4cd29a6e536732,train,41527,1
70,64afa36236966c21dbecbd02c3bc1281501b35f1,train,68180,1
71,7012d9e1a7b54d67e3f00231eab209f96d252771,train,1831,1
72,3320689a7889ce278d23f7e20b6620f82ddc41eb,train,33505,1
73,555a54b80d3a99b520feaf5b1765123a3bd64785,train,27306,1
74,ef966638d271cb29332d1f4a33e604e0047b5eae,train,39353,1
75,6a103bc58079c0c89a35b7a8f022abb3a45d8578,train,91012 91014,2
80,66352a4fb0c784401a7ba192d9079ff765cf4bce,train,82892 82894,2
81,8623684212681b90830f80111dcf02f05cf2ea29,train,90844 90846,2
82,eca7a95bb79c4d5fc85f938efe1adcdff20795b1,train,493,1
84,b8e13b33a5cf2a27123e87d9739dec3a29d52d44,train,8632 76424 76431,3
86,cd48e5697b200a1ae775e329cf4eaac7bbc52793,train,47938,1
87,725b14eb58b4e593c00cdbf6335fad7224163511,train,17762,1
88,75ebe0c573c6d9b4f4d21cdae93fa6ceb580c95b,train,38276 38278,2
89,0a8380a05bf97a6dae7617269d0607274ecc49ee,train,83180,1
90,ceea756246050e43f84e9e310e434677aebc40b2,train,61854,1
92,4fb84029ac2ff68ea87df5f1710a647dbbb188db,train,77372,1
93,7eab49a33ade331c9f5ab954c7e3424fb50d2b43,train,41617,1
95,e39f120529cae6b696e44d86075df139c440c980,train,7630,1
96,07fe029c93a547309a487576672857f0f600ed8a,train,21063,1
98,802385ea28dbd968886cc94f91a48ef07e84585b,train,34839,1
102,3a951686606425c65669c81ad52a3bfd18cb410f,train,36250,1
103,faf93808591c8c9230d40f900379040de312c785,train,29237,1
104,e63752757f2383f2994693a3e3ace4d96acc95b5,train,85508,1
105,6ca4647c7fdd5781c335c94a75f0c8448ef92b9b,train,32068 32070,2
106,d50e3f2ea8ebf2a7a083171a5aaa5a1f8433005c,train,43640 43647,2
107,faadbc394bbd1beea73f1afc663aea08354b2f56,train,26691,1
109,6e54cc842051f99505eebb1f9d230c65eb6d8e1e,train,61943,1
110,950bcf12177c88e18377eafb196b9a546fab2251,train,76561,1
111,7608e12581eaad99e3eb1976b5eaa2c1fe5b25ca,train,1828,1
113,8f9aa9bfe0b8447e3649ea28bc6402fed77a1fee,train,16436 16438,2
115,898073d8837cafe8acae7e8febcd0bdeb71a3463,train,2457,1
116,dba0eaa34060d2c7b644b87b8e2737d543d0eb9c,train,16612 16614,2
117,7cd09b8f382d3cecb021e980ba28149e6fc78208,train,90044 90046,2
118,e6b0f0df7a602c355bab221fa257126ff51db3ad,train,22516,1
120,39e287cb8df2ce5aa0a8c9b1e294b2eec08014ed,train,58796 58798,2
121,3db7eb4dd8e9645240feac3e4aff9161c68ea830,train,44427,1
122,e4acaa53d848178be07f46466575eadae238965c,train,44572 44574,2
124,b06aa216d3ebd12c999bf4cabb2d2dfb28aeaad8,train,71400 71407 79288,3
125,b05a30fb67edc25cc664a6e1bce80f0902cf5ab5,train,78815,1
